,SpeedMinimum,SpeedQ1,SpeedMedian,SpeedQ3,DistanceStartShapeCurvature,DistStartTrendAngle,DistStartTrendDevAmplitude,MaxDistPort,MinDistPort
2305,2.84,5.21,5.64,6.11,1.34,0.05,5.33,26.86,22.0
960,13.33,14.07,14.49,15.0,1.0,0.25,0.59,25.13,16.66
3313,2.64,4.69,4.87,5.1,1.0,0.04,2.62,54.78,47.13
1164,13.74,14.7,15.08,15.77,1.0,0.26,0.07,26.99,15.38
4467,4.98,6.27,6.86,7.29,1.0,0.12,0.37,8.31,4.29
1306,0.67,2.3,2.5,2.8,1.76,0.02,2.09,20.33,17.31
2993,0.03,0.13,0.15,0.19,25.68,0.0,0.01,0.39,0.38
1575,1.03,1.96,2.3,2.59,1.01,0.04,0.25,24.32,18.98
3742,3.01,5.44,6.46,14.65,1.24,0.09,8.83,26.06,8.67
3834,7.5,13.51,14.11,14.48,1.0,0.24,0.8,34.62,26.68
2548,1.89,5.08,5.71,6.25,1.03,0.05,3.36,27.84,15.53
5920,7.96,14.83,15.31,16.02,1.0,0.26,1.16,40.78,25.67
1858,0.0,0.1,0.14,0.18,53.78,0.0,0.01,0.36,0.36
4354,6.47,15.43,15.7,16.48,1.0,0.27,11.16,46.2,7.61
3835,7.5,13.5,14.1,14.42,1.0,0.24,0.57,34.62,24.14
769,0.0,0.02,0.02,0.04,15.02,0.0,0.0,0.36,0.36
2061,0.01,0.07,0.08,0.1,1.42,0.0,0.08,0.25,0.2
3940,9.9,14.09,14.43,15.13,1.0,0.25,0.19,43.02,23.23
3344,0.8,1.14,2.16,3.12,1.65,0.02,1.69,20.07,16.5
4210,0.08,1.69,6.91,12.02,1.33,0.08,2.11,3.86,0.12
1594,1.41,2.22,2.39,2.5,1.0,0.04,0.21,43.33,36.22
957,0.05,0.17,0.3,14.41,1.01,0.08,9.98,16.01,0.02
2973,0.06,0.09,0.11,0.13,39.61,0.0,0.01,0.39,0.38
2289,11.52,12.29,12.93,13.98,1.0,0.21,0.86,31.67,18.17
5361,4.31,6.09,6.43,7.12,1.0,0.07,2.03,28.26,21.32
3818,5.18,16.05,16.83,17.68,1.0,0.28,15.38,50.29,24.71
4775,1.18,2.0,2.27,3.32,2.54,0.0,2.12,10.02,6.06
56,0.01,0.05,0.07,0.1,22.33,0.0,0.01,0.32,0.32
3300,2.69,4.41,4.6,4.8,1.04,0.04,1.21,110.12,104.32
1435,0.92,1.92,2.45,16.6,1.49,0.0,12.94,43.99,37.17
5567,5.81,10.07,11.9,13.99,1.0,0.19,3.2,34.72,20.2
4531,0.49,0.71,0.83,0.89,1.03,0.01,1.65,31.06,29.52
1057,13.99,15.48,15.73,16.22,1.0,0.27,1.03,39.84,4.16
4251,3.8,8.31,9.38,10.23,1.0,0.17,2.81,34.7,26.43
6162,4.52,6.46,6.84,7.36,1.03,0.03,5.78,50.21,42.77
60,0.01,0.07,0.1,16.63,1.02,0.02,5.64,6.29,0.05
4878,3.28,17.48,18.3,19.52,1.0,0.29,2.35,23.81,0.1
35,3.75,4.44,5.01,14.29,1.0,0.19,2.2,53.98,44.73
5728,0.65,1.67,3.71,11.19,1.02,0.05,3.9,47.98,44.79
3494,1.07,15.44,16.0,16.5,1.37,0.28,27.83,36.37,19.96
4454,0.05,15.1,15.55,16.33,1.0,0.13,10.88,25.09,0.31
5734,0.01,16.81,17.13,17.41,1.0,0.29,12.69,21.81,0.11
3782,5.6,10.39,10.74,10.99,1.0,0.19,0.74,25.77,12.93
4620,1.04,5.51,6.51,7.78,1.84,-0.09,19.7,35.98,29.85
1200,0.61,1.53,2.21,2.3,1.45,0.02,0.94,28.89,27.33
2785,0.14,0.23,0.28,0.35,51.32,0.0,0.01,0.46,0.43
4361,10.94,14.43,14.96,15.47,1.0,0.25,1.01,43.24,1.23
3257,10.76,14.36,15.12,15.52,1.0,0.26,0.68,35.44,21.78
1518,0.46,1.3,2.06,2.48,1.35,0.02,2.41,38.98,36.76
5151,0.02,1.47,1.85,5.02,1.09,0.16,7.06,15.44,0.22
734,0.0,0.03,0.04,0.04,32.46,0.0,0.0,0.36,0.35
5253,2.63,5.72,6.0,6.52,1.01,0.09,2.06,95.71,94.41
2514,0.51,4.32,4.73,5.38,1.57,0.0,5.39,22.33,14.73
4432,9.94,14.85,15.37,16.39,1.0,0.26,1.31,33.26,0.97
2596,4.19,4.99,5.26,5.48,1.53,0.02,3.9,26.54,21.33
4080,1.82,3.42,4.85,7.82,1.0,0.08,4.11,66.36,61.33
4069,0.0,0.04,0.05,0.07,8.89,0.0,0.01,0.4,0.39
887,0.0,12.55,12.94,13.26,1.0,0.21,9.66,19.53,0.04
494,0.01,0.05,0.06,0.07,2.26,0.0,0.08,0.39,0.32
580,0.03,0.06,0.07,0.09,18.85,0.0,0.01,0.24,0.23
4199,0.27,5.72,6.4,8.16,1.0,0.09,0.56,1.42,0.01
5688,0.0,6.41,7.36,8.75,1.01,0.1,10.39,8.01,0.03
1133,11.58,14.97,15.43,16.13,1.0,0.26,0.24,15.06,5.02
212,0.03,0.07,0.09,0.13,27.67,0.0,0.0,0.32,0.32
1064,14.57,16.19,17.22,18.84,1.0,0.28,4.69,44.35,5.2
3293,2.28,3.31,3.82,4.14,1.08,0.02,3.94,84.67,77.24
4171,5.92,6.59,7.02,8.31,1.0,0.12,3.07,51.25,38.63
5584,0.62,4.75,12.56,13.69,1.01,0.1,8.22,34.7,23.21
3796,3.46,6.23,6.38,6.74,1.07,0.17,3.76,56.4,52.63
5783,3.56,5.85,6.32,7.68,1.14,0.05,7.47,23.89,15.43
1004,0.06,0.14,0.19,0.25,22.28,0.0,0.02,0.37,0.34
4343,7.68,15.71,16.13,16.69,1.0,0.27,6.31,27.94,0.3
5899,9.41,12.82,13.23,14.1,1.0,0.22,0.19,45.68,25.74
2159,1.04,3.91,4.22,4.46,1.2,0.05,3.48,24.0,15.61
4049,0.01,0.05,10.33,10.8,1.04,0.08,9.83,11.9,0.02
3966,9.5,15.43,15.82,16.25,1.0,0.27,2.48,45.16,17.03
186,0.05,0.09,0.1,0.13,50.24,0.0,0.01,0.32,0.32
2015,0.08,0.71,14.12,14.55,1.03,0.07,8.08,13.63,0.06
3384,1.1,2.19,2.36,2.52,1.01,0.04,0.33,27.81,25.14
2056,0.02,0.1,0.12,0.15,15.66,0.0,0.01,0.27,0.26
1631,0.32,1.46,1.94,2.17,1.0,0.03,0.63,43.97,40.58
1307,0.67,2.26,2.81,3.17,1.02,0.04,0.66,23.99,17.68
1781,14.08,17.52,18.42,19.37,1.0,0.3,0.3,31.65,15.97
2422,2.24,4.5,4.7,5.15,1.3,0.02,3.45,27.36,19.99
1655,0.98,1.43,1.5,1.86,1.2,0.01,3.47,40.86,35.71
3153,0.05,0.12,0.16,0.22,45.07,0.0,0.01,0.23,0.22
4128,9.91,11.43,14.37,15.05,1.0,0.19,7.12,38.21,25.04
1124,14.64,15.06,15.51,16.3,1.0,0.26,0.53,32.14,14.3
445,13.27,14.25,14.52,14.78,1.0,0.25,0.49,36.75,27.24
3716,2.44,5.37,5.94,6.27,1.26,0.06,4.81,31.21,24.96
5787,3.66,5.38,5.84,6.38,1.85,-0.07,11.71,25.38,20.88
4560,0.25,0.44,1.35,6.37,1.01,0.04,8.03,24.41,18.63
2503,0.28,4.44,4.57,4.72,1.02,0.06,2.44,27.69,17.85
6214,4.81,14.06,14.53,15.99,1.0,0.21,8.54,22.12,0.99
3047,13.49,14.21,14.42,14.81,1.0,0.25,0.32,25.6,22.4
1681,0.71,1.48,1.82,2.17,1.9,-0.03,6.72,40.01,34.71
2800,0.12,0.27,0.36,0.5,37.43,0.0,0.03,0.46,0.42
3215,0.03,0.07,0.08,0.1,45.71,0.0,0.0,0.22,0.21
2581,1.05,4.65,5.1,5.66,1.51,0.02,5.35,28.59,22.78
243,0.09,0.15,0.19,0.24,62.02,0.0,0.01,0.34,0.33
4497,15.12,15.65,15.99,16.41,1.0,0.27,0.77,29.53,0.38
3543,1.83,4.71,5.51,6.0,1.1,-0.01,13.92,36.75,23.81
5984,4.54,5.39,5.58,5.91,1.0,0.09,1.31,189.17,176.42
2695,3.49,4.66,4.83,5.01,2.2,0.0,4.71,24.77,19.87
3549,0.55,1.9,2.38,2.66,1.15,0.03,1.94,37.71,32.99
4546,0.81,2.11,2.33,2.53,1.0,0.04,0.45,14.51,8.39
1659,1.72,2.56,2.87,3.2,1.68,0.0,6.93,33.54,30.56
4710,0.18,0.34,0.45,0.57,1.0,0.01,0.21,18.84,18.49
2333,3.28,5.09,5.22,5.48,1.61,0.01,7.79,26.21,17.8
4567,8.85,14.09,14.47,14.9,1.01,0.23,1.54,39.63,7.57
1297,0.78,2.31,2.63,4.28,2.57,-0.01,5.2,33.87,27.97
1674,0.39,2.08,2.54,2.72,1.0,0.04,6.4,45.66,34.72
2352,2.99,4.66,5.08,5.38,3.45,0.0,3.33,20.11,17.77
3995,1.23,2.55,4.3,8.73,1.7,0.01,7.96,47.16,37.61
611,0.08,0.12,0.14,0.16,109.32,0.0,0.0,0.24,0.23
1407,1.75,2.52,2.74,2.99,1.0,0.04,1.26,20.6,14.15
2474,1.3,4.98,5.6,5.79,1.11,0.08,4.98,27.34,16.26
3232,0.01,0.04,0.05,0.06,15.12,0.0,0.01,0.32,0.31
373,1.93,2.77,4.42,4.75,1.0,0.09,0.52,51.42,49.61
3062,3.62,5.56,5.77,5.97,1.0,0.09,6.5,26.2,20.68
3752,2.77,5.15,5.5,5.68,1.11,-0.07,23.24,29.29,22.75
5502,1.64,12.45,13.18,13.68,1.01,0.18,2.82,31.43,17.83
5416,4.44,5.12,5.34,5.65,4.07,-0.01,4.46,19.86,17.81
4758,0.85,1.78,4.48,15.26,1.62,0.02,11.61,14.85,1.8
236,0.09,0.16,0.21,0.27,80.62,0.0,0.01,0.34,0.33
1344,0.18,2.12,2.27,2.37,1.0,0.04,2.63,68.81,67.5
2321,1.96,4.11,4.55,5.07,1.0,0.07,0.76,25.75,15.11
1218,0.67,1.26,1.67,2.02,1.07,0.04,22.33,53.7,31.7
1776,11.15,15.77,16.18,16.98,1.0,0.28,2.08,49.71,27.94
1498,0.32,1.83,2.28,3.1,1.47,0.02,1.09,40.74,36.91
5836,0.01,11.97,12.8,13.54,1.04,0.22,10.46,4.64,0.31
5041,9.5,14.46,15.01,15.97,1.0,0.26,0.12,13.08,5.74
2097,0.0,0.04,0.47,0.71,1.04,0.01,1.85,0.36,0.21
4636,0.61,1.44,1.87,6.73,1.62,0.01,2.06,21.98,19.53
4206,1.56,5.93,10.25,10.47,1.0,0.16,5.29,19.09,5.22
510,0.0,12.53,13.26,14.79,1.0,0.22,6.93,22.16,0.02
1613,2.25,15.96,16.68,17.82,1.2,0.16,17.48,47.68,36.03
1623,0.72,1.58,1.82,2.27,1.0,0.03,3.71,35.75,33.16
2045,0.01,0.08,0.27,15.56,1.04,0.12,9.52,13.78,0.12
3163,3.42,3.89,4.96,5.61,1.05,0.04,1.19,71.67,67.35
3372,2.64,3.99,4.24,4.37,1.0,0.07,0.36,23.93,16.47
78,2.52,4.78,5.26,6.07,1.13,0.01,15.79,62.88,54.51
2317,1.37,3.98,4.27,4.68,2.03,0.03,6.03,27.02,21.8
5358,10.65,12.99,13.74,14.66,1.0,0.24,1.88,35.05,23.71
2874,1.82,3.56,4.34,4.98,1.0,0.07,0.41,82.3,80.53
4409,7.22,13.34,13.99,15.23,1.0,0.25,0.52,22.12,4.43
3399,0.89,2.15,2.34,2.49,1.0,0.03,0.33,18.71,15.76
5936,4.69,7.07,7.42,8.18,1.0,0.13,0.67,23.48,16.94
911,14.51,15.02,15.31,15.83,1.0,0.27,0.14,32.2,24.48
3478,0.95,2.41,4.78,5.88,1.29,0.03,6.61,34.57,30.92
697,0.01,0.03,0.04,0.05,29.55,0.0,0.0,0.36,0.36
2386,2.3,4.94,5.24,5.64,3.61,0.0,3.27,20.2,17.75
4562,0.61,1.51,1.83,2.56,1.99,0.0,1.86,19.17,17.98
5115,0.0,0.06,0.08,0.11,9.48,0.0,0.01,0.29,0.28
363,0.0,0.03,0.04,0.04,16.05,0.0,0.0,0.32,0.32
1842,1.51,1.7,1.79,1.94,1.49,0.03,1.99,70.0,65.58
1153,13.22,15.96,16.53,17.52,1.0,0.28,0.24,42.67,17.38
1360,0.62,1.47,1.9,2.06,1.0,0.03,0.26,60.31,58.43
5864,10.61,12.16,13.31,14.27,1.0,0.23,0.5,32.48,26.88
3806,2.53,5.08,6.37,7.59,1.66,0.06,6.2,44.95,36.05
3142,0.07,14.17,16.25,16.97,1.02,0.22,11.64,21.64,0.12
5668,12.6,14.46,15.65,16.32,1.0,0.26,0.69,34.63,0.41
6188,7.92,14.32,14.94,15.68,1.0,0.24,1.5,11.27,2.23
5130,0.33,7.81,13.5,14.48,4.13,-0.01,4.71,16.89,13.6
2733,0.09,0.22,0.3,0.44,13.39,0.0,0.09,0.37,0.32
6234,4.28,4.69,4.92,5.42,1.08,-0.05,32.86,26.11,1.36
5885,0.02,0.12,6.98,8.18,1.04,0.09,6.81,15.97,0.01
83,1.93,3.91,4.07,4.21,1.15,-0.06,17.22,46.11,37.06
79,2.52,4.72,5.1,5.61,1.0,0.07,1.55,62.88,50.72
662,0.01,15.12,15.56,15.95,1.01,0.25,12.74,22.26,0.01
324,14.04,17.26,17.53,17.83,1.0,0.3,0.64,23.51,3.46
5015,8.82,13.2,14.38,15.25,1.0,0.24,5.19,35.14,5.05
1440,1.1,2.09,2.19,2.35,1.01,0.03,0.11,25.39,21.45
5869,8.02,11.33,13.38,13.78,1.0,0.21,2.47,34.92,25.02
5752,0.01,0.03,0.05,0.08,9.51,0.0,0.0,0.39,0.38
1130,13.4,15.86,16.31,16.86,1.0,0.28,0.05,33.65,18.27
2253,2.01,5.07,5.3,5.66,3.79,0.01,3.43,20.38,17.81
2376,1.62,5.11,5.23,5.42,2.39,0.0,5.16,25.67,19.82
808,0.01,0.03,0.04,0.05,34.61,0.0,0.0,0.35,0.35
1510,0.89,1.76,5.46,5.67,1.2,0.02,0.83,33.32,29.88
3105,4.37,5.91,12.71,13.52,1.32,0.04,2.0,25.37,17.69
2593,0.94,2.35,4.12,4.45,1.88,0.03,6.27,25.6,21.85
2576,1.18,3.98,4.42,4.87,1.1,0.04,0.98,23.99,21.12
3329,2.58,12.31,17.12,17.91,1.0,0.28,4.07,51.78,23.96
656,0.04,14.41,14.95,15.27,1.0,0.23,11.21,20.8,0.04
3070,3.13,5.38,5.92,6.15,1.03,0.08,0.7,22.61,15.87
6084,3.69,5.36,5.95,7.23,1.0,0.09,0.15,52.6,51.18
858,12.41,15.19,16.26,17.12,1.0,0.26,0.11,63.61,40.81
1383,0.84,2.05,2.34,2.52,1.0,0.04,1.06,19.99,12.34
5630,0.11,0.24,0.29,0.4,6.49,0.0,0.16,0.46,0.37
5307,0.01,0.04,0.09,3.59,1.08,0.0,0.25,0.4,0.18
4940,3.13,16.66,17.08,17.43,1.01,0.3,4.66,34.48,0.0
833,0.01,0.06,0.08,0.11,17.37,0.0,0.01,0.35,0.34
2927,0.01,0.09,0.11,0.15,48.31,0.0,0.0,0.39,0.38
1614,2.25,4.76,5.43,5.83,1.02,0.09,15.97,47.68,32.43
3797,0.84,4.09,4.99,8.0,1.35,0.07,7.79,60.43,53.87
5782,3.56,5.9,6.4,12.12,1.07,0.08,16.92,30.87,15.43
3356,13.53,14.21,14.95,16.17,1.0,0.24,0.69,32.49,25.1
213,0.0,0.06,0.1,0.12,16.99,0.0,0.01,0.39,0.39
2520,3.1,3.68,3.86,4.2,1.01,0.06,2.34,25.09,20.8
5860,5.99,10.68,11.03,11.61,1.0,0.19,1.23,44.35,25.04
131,0.05,0.08,0.09,0.11,68.0,0.0,0.0,0.36,0.36
3087,1.48,3.91,5.0,5.75,1.14,0.04,2.18,21.75,14.3
4535,0.41,0.79,1.13,1.4,1.02,0.02,0.76,32.08,29.58
6229,4.8,5.12,5.3,5.62,1.03,-0.04,31.12,25.48,1.11
2524,1.14,4.02,4.53,5.8,1.94,0.0,6.66,22.43,15.59
3467,0.62,13.38,14.06,14.49,1.23,0.12,11.93,34.6,29.88
3800,1.07,4.22,4.75,7.97,1.12,0.0,11.21,64.24,55.66
4949,1.45,2.04,2.53,6.02,1.06,0.03,1.13,150.35,149.06
448,0.03,10.57,11.28,15.35,1.01,0.22,4.13,22.76,0.01
3765,0.04,0.11,0.17,9.55,2.13,0.0,2.93,2.93,0.02
699,0.0,0.03,0.03,0.05,25.13,0.0,0.0,0.36,0.36
103,0.01,0.12,0.14,0.18,54.79,0.0,0.01,0.36,0.35
5732,3.9,5.56,5.84,6.15,1.0,0.1,2.58,90.63,85.06
523,1.82,3.54,5.62,5.95,1.03,0.04,3.74,66.34,55.6
3017,0.0,0.07,0.09,0.11,15.8,0.0,0.01,0.39,0.38
3851,1.14,5.95,12.28,12.72,1.6,0.02,6.56,58.28,49.48
1102,13.08,13.97,15.17,15.97,1.0,0.25,1.71,30.02,4.03
1821,12.96,13.98,14.39,14.83,1.0,0.23,2.96,21.84,7.01
1415,0.51,1.92,2.22,2.43,1.0,0.03,1.21,36.61,29.16
165,13.38,14.13,14.28,14.63,1.0,0.25,0.56,40.64,25.77
5775,16.81,17.51,17.75,18.57,1.0,0.3,0.07,10.24,2.35
3308,2.43,4.72,5.19,6.0,1.0,0.1,0.73,95.38,79.87
5296,6.72,13.17,13.59,14.08,1.0,0.22,2.94,17.97,1.95
5003,8.62,16.22,16.98,17.73,1.0,0.28,6.28,70.32,47.31
3189,15.85,16.48,16.64,17.04,1.0,0.29,0.42,30.71,14.47
5378,3.45,4.82,5.24,5.63,4.98,0.0,2.46,19.9,17.81
2555,1.97,5.68,5.97,6.28,1.45,-0.03,8.73,24.63,21.3
3383,1.65,2.25,2.39,2.53,1.01,0.04,0.22,26.9,24.94
3962,2.74,3.48,3.78,9.09,1.72,0.05,13.55,57.49,50.4
2499,1.98,4.71,5.41,5.77,3.47,0.0,3.74,20.48,17.82
395,11.88,13.44,13.62,13.93,1.0,0.24,0.66,24.99,17.82
625,0.03,0.07,0.11,0.13,41.67,0.0,0.01,0.24,0.23
4791,0.59,2.39,4.33,13.13,1.18,0.09,9.34,15.4,0.53
3997,4.18,7.62,10.24,12.85,1.0,0.17,11.08,53.98,34.91
947,0.06,0.15,0.17,0.22,21.92,0.0,0.02,0.37,0.34
761,0.0,0.03,0.04,0.05,28.94,0.0,0.0,0.36,0.36
3430,0.04,0.11,0.14,0.16,18.14,0.0,0.02,0.34,0.33
2739,0.07,0.17,0.29,0.41,41.27,0.0,0.02,0.37,0.34
1443,3.01,3.33,3.81,4.06,1.03,0.01,5.74,51.64,43.06
4039,5.25,13.25,14.12,15.28,1.0,0.24,4.39,34.52,0.99
645,0.05,0.1,0.11,0.13,44.91,0.0,0.01,0.24,0.23
4866,4.8,14.38,14.69,15.16,1.0,0.24,0.68,22.24,6.15
4526,0.4,0.97,1.05,1.09,1.0,0.02,0.23,31.65,31.1
1882,3.13,4.73,5.65,5.92,1.0,0.08,0.74,92.44,82.51
4867,7.04,12.2,12.54,13.18,1.0,0.22,1.97,37.49,20.7
3802,0.69,2.97,5.83,11.25,1.01,0.18,9.37,60.6,47.77
5933,1.09,6.92,7.04,7.17,1.0,0.12,4.16,23.82,19.83
4147,0.94,5.49,6.07,6.49,1.0,0.11,1.07,22.3,1.45
2598,1.04,2.57,3.88,4.83,1.0,0.07,0.63,27.84,26.54
2541,1.52,5.03,5.51,5.79,1.37,0.04,5.27,22.62,14.64
5656,8.75,12.85,13.62,14.16,1.0,0.22,0.61,35.74,23.26
2822,3.23,14.13,14.79,15.24,1.0,0.23,6.65,21.04,12.16
5510,3.26,4.8,5.22,5.69,5.29,0.0,2.14,19.82,17.82
5217,0.21,0.62,13.95,15.32,1.59,-0.01,8.87,19.35,11.85
5131,0.33,0.86,12.53,13.93,2.13,0.0,8.25,16.23,11.87
2286,3.27,4.97,5.32,5.7,1.41,0.02,8.39,27.49,17.8
4066,9.4,10.42,10.62,11.2,1.0,0.18,2.06,22.76,12.79
2827,13.01,14.32,15.19,16.28,1.0,0.25,0.36,32.03,4.4
4207,1.91,2.94,3.18,10.27,1.0,0.1,5.95,17.53,3.58
3268,1.47,11.83,13.61,14.22,1.0,0.23,2.11,35.1,23.29
183,14.09,16.48,17.0,17.68,1.0,0.29,2.15,39.1,21.77
3316,3.65,4.77,4.89,5.09,1.0,0.08,0.32,47.99,47.05
4057,6.83,11.14,11.45,11.96,1.0,0.2,7.54,32.03,4.46
4709,0.12,0.49,0.6,0.7,1.0,0.01,0.31,19.43,18.52
1169,10.29,13.77,14.21,15.08,1.0,0.24,0.13,14.05,5.15
5622,0.17,0.3,0.36,0.46,10.62,0.0,0.09,0.51,0.42
5798,4.79,5.54,5.85,6.1,1.0,0.08,0.38,24.47,19.64
1711,11.63,15.23,15.57,16.0,1.0,0.23,1.25,34.8,2.02
5504,4.0,4.35,4.98,5.8,3.59,0.0,3.79,20.16,17.84
1178,15.37,15.6,16.03,16.93,1.0,0.27,0.39,57.44,16.82
2129,1.38,5.19,5.46,5.68,1.03,0.08,1.14,99.9,84.84
2532,2.97,5.1,5.3,5.68,1.21,0.05,2.8,26.59,21.32
397,0.07,2.15,2.61,3.09,1.15,0.0,3.06,57.14,54.7
1291,0.44,2.36,2.7,3.43,1.49,0.0,5.66,27.01,25.66
3661,0.2,0.8,1.1,1.38,1.07,0.02,0.39,84.62,81.86
3971,6.64,12.94,13.22,13.76,1.0,0.23,0.44,47.12,19.22
3458,2.01,2.47,5.68,6.0,1.44,0.04,7.53,28.96,20.04
1630,0.32,1.55,2.03,2.41,1.18,0.02,1.61,42.7,39.44
3096,3.75,5.34,5.55,13.19,1.03,0.07,17.02,30.62,17.53
4087,3.09,3.77,8.38,12.26,1.02,0.14,4.44,14.1,0.08
1289,0.44,2.19,2.37,2.57,1.0,0.04,0.22,25.93,20.55
3747,3.08,4.68,5.11,5.43,2.19,-0.02,3.77,24.86,22.5
5324,3.34,4.43,4.73,5.03,1.0,0.06,0.95,217.57,209.14
901,0.01,8.32,12.22,15.49,1.08,0.14,19.76,9.57,0.05
3748,3.19,4.83,5.02,5.39,1.0,0.08,0.06,26.26,24.4
571,0.03,0.07,0.09,0.11,42.38,0.0,0.01,0.24,0.23
6243,2.77,5.55,5.95,7.95,1.0,0.07,1.29,103.96,90.6
4545,0.81,1.65,2.25,2.55,1.0,0.04,0.7,16.24,9.64
5533,4.32,5.5,5.71,5.9,1.0,0.09,2.28,26.76,15.21
3366,0.3,2.04,2.33,2.63,1.39,0.02,3.53,31.04,28.61
2309,3.46,4.0,4.21,4.5,1.03,0.06,2.67,24.9,21.05
5388,2.78,5.23,5.66,10.9,1.13,0.06,7.89,31.89,17.73
5962,9.11,16.31,18.58,19.38,1.0,0.3,4.7,42.28,2.08
5941,0.01,0.23,4.31,6.59,1.04,0.05,6.82,2.05,0.04
1874,0.69,1.83,2.11,2.77,1.07,0.02,12.06,93.14,89.05
4452,13.23,15.43,15.69,15.96,1.0,0.26,0.35,25.79,0.1
4704,7.12,14.11,16.25,16.61,1.03,0.25,2.39,43.51,28.83
2742,0.02,0.21,0.34,0.6,3.13,0.0,0.15,0.45,0.31
4335,0.73,8.13,9.58,10.23,1.12,0.14,1.71,2.88,0.01
3271,0.01,0.05,0.06,0.09,20.21,0.0,0.01,0.24,0.23
6150,10.01,14.2,16.85,18.98,1.0,0.26,0.77,35.98,20.87
5730,3.97,5.77,5.96,6.31,1.0,0.1,0.19,72.73,66.58
2167,2.98,3.76,4.1,4.69,1.09,0.03,2.72,23.88,18.37
3437,0.02,0.08,0.12,0.16,17.67,0.0,0.01,0.34,0.33
5503,10.69,12.53,12.9,13.3,1.0,0.21,1.34,31.43,7.55
4470,11.63,14.0,14.51,14.94,1.0,0.25,0.61,26.99,0.4
3525,0.77,1.92,2.21,2.5,1.02,0.03,1.0,39.32,33.13
6072,0.85,2.27,2.63,11.25,1.2,0.06,2.73,28.82,20.09
3115,1.3,1.9,2.24,4.97,1.31,0.01,3.79,10.58,6.45
3952,5.29,5.94,7.96,13.3,1.0,0.16,5.71,22.8,14.25
1937,2.35,4.59,4.83,5.16,1.0,0.08,1.6,95.01,82.01
1321,1.05,2.01,2.28,2.6,1.13,0.04,0.94,22.44,21.43
1125,11.52,14.46,15.36,15.6,1.0,0.25,0.48,15.84,5.07
2511,3.31,5.33,5.58,5.82,2.16,-0.01,7.47,27.47,18.9
1527,1.35,2.54,5.74,6.76,1.21,0.04,3.54,42.95,38.12
4825,6.99,10.96,11.77,12.61,1.0,0.19,0.09,48.19,26.73
2458,1.78,4.52,5.08,5.75,3.43,0.0,4.18,20.14,17.68
2495,4.35,13.41,13.8,14.18,1.0,0.24,13.03,34.87,23.48
3877,7.31,10.26,10.58,11.49,1.0,0.18,1.15,44.99,27.83
5970,7.76,14.28,14.8,16.0,1.0,0.23,4.13,28.25,2.03
1408,1.2,2.34,2.61,2.77,1.0,0.03,1.05,20.63,15.34
3272,0.03,0.05,0.07,0.09,1.02,0.0,6.75,6.89,0.01
3137,11.21,15.45,15.92,16.25,1.0,0.26,0.77,28.1,17.27
5972,9.03,12.8,14.19,14.48,1.0,0.22,3.03,32.32,6.24
2264,3.01,4.6,4.95,5.22,1.36,0.04,4.87,24.94,21.81
4478,2.33,4.11,15.6,16.35,1.1,0.12,6.43,22.13,4.15
3749,0.93,4.78,5.31,5.75,1.02,0.06,3.82,29.68,24.6
2589,4.08,4.47,4.64,5.07,1.53,-0.01,6.24,27.2,21.35
1502,2.57,4.79,5.59,15.61,1.07,0.14,9.52,48.29,30.72
2538,3.2,4.56,4.72,4.86,1.91,0.0,6.6,22.16,15.58
1320,1.05,2.08,2.31,2.51,1.01,0.04,0.36,21.92,21.39
4787,1.04,8.45,12.55,14.28,1.04,0.08,10.8,25.74,0.63
1233,0.49,0.73,0.88,5.45,1.1,0.0,8.54,37.17,29.52
2236,2.91,4.47,5.08,5.72,3.6,0.01,2.57,20.39,17.76
4777,1.18,1.76,6.16,10.6,1.1,0.05,5.05,9.8,5.07
1629,0.32,1.9,2.1,2.42,1.17,0.03,1.39,41.56,38.4
5370,2.69,5.61,9.13,11.03,1.0,0.06,13.2,31.45,18.59
2789,0.11,0.23,0.28,0.43,22.54,0.0,0.04,0.46,0.42
123,13.61,14.95,15.37,16.32,1.0,0.27,1.52,42.17,14.65
2634,2.79,4.2,4.53,4.97,1.63,0.01,4.17,25.87,21.01
4756,7.68,14.22,14.92,15.59,1.0,0.25,0.14,8.53,4.97
1796,0.06,0.12,0.25,14.79,1.02,0.05,10.48,14.4,0.02
3102,1.82,5.3,5.45,5.61,1.08,0.05,2.22,24.45,14.14
2710,4.04,4.42,4.97,5.57,1.01,0.07,0.97,61.53,51.12
4600,0.4,0.89,9.87,12.96,1.43,0.02,1.91,21.68,16.97
4326,0.0,0.08,0.13,0.21,11.87,0.0,0.02,0.33,0.32
4997,9.48,16.22,16.68,17.59,1.0,0.25,1.42,14.45,3.25
5580,1.08,11.69,12.29,13.2,1.0,0.21,14.0,34.69,23.32
765,0.0,0.03,0.04,0.06,32.21,0.0,0.0,0.36,0.36
1409,1.2,1.37,2.33,2.63,1.02,0.03,0.45,20.63,18.12
5691,3.62,9.11,9.53,10.1,1.0,0.16,1.95,25.32,6.69
2428,1.64,5.29,12.86,13.36,1.0,0.18,10.5,34.44,24.01
5317,0.25,0.76,9.87,11.03,1.71,0.02,14.64,17.56,4.11
1745,2.85,14.3,15.16,15.9,1.0,0.25,2.31,8.51,0.06
3336,0.47,2.08,2.26,2.41,1.01,0.04,0.11,19.77,17.99
4883,9.28,11.63,12.53,13.91,1.0,0.22,3.0,21.17,15.25
